"","artist_name","avg_duration"
"1631","After Dark",180.1922
"1632","The Coup",180.21832
"1633","Lola Beltrán",180.27057
"1634","Alberta Hunter",180.40118
"1635","Spike Jones & His City Slickers",180.40118
"1636","El Guapo Stuntteam",180.45342
"1637","Woody Guthrie",180.479545
"1638","Peter Gabriel",180.50567
"1639","Ricky Van Shelton",180.50567
"1640","Dressy Bessy",180.53179
"1641","Duchess Says",180.610155
"1642","Elliott The Letter Ostrich",180.61016
"1643","Kid Bailey",180.6624
"1644","The Meters",180.688524
"1645","Faye Adams",180.688525
"1646","Condemned 84",180.71465
"1647","Gepe",180.74077
"1648","Edgar Winter",180.75383
"1649","Peter Pan Speedrock",180.81914
"1650","88 Fingers Louie",180.84526
"1651","Robert Wilkins",180.84526
"1652","Elmer Bernstein",180.845263333333
"1653","Polkaholix",180.884445
"1654","Evan Dando",180.89751
"1655","The Skatalites",180.89751
"1656","That Petrol Emotion",180.97587
"1657","Fruit Bats",180.97587
"1658","Arrogant Worms",180.988935
"1659","Murray Head",181.05424
"1660","Tex Williams",181.08036
"1661","Nellie Lutcher",181.08036
"1662","5 Royales",181.10649
"1663","Michael Stanley Band",181.13261
"1664","Five",181.25016
"1665","Bain Wolfkind",181.26322
"1666","Johnny Mathis",181.276285
"1667","J.J. Cale",181.31546
"1668","Small Arms Dealer",181.34159
"1669","Bad Religion",181.34159
"1670","Gary Puckett & The Union Gap",181.35465
"1671","Junior Senior",181.39383
"1672","Kittens for Christian",181.41995
"1673","UNKLE",181.463493333333
"1674","Darin",181.4722
"1675","1919",181.4722
"1676","John Farnham",181.4722
"1677","Kettcar",181.49832
"1678","Jon Oliva's Pain",181.57669
"1679","Roger Whittaker",181.585396666667
"1680","Yo-Yo Ma",181.60281
"1681","Black Heat",181.615875
"1682","Kelly Clarkson",181.641995
"1683","IV Thieves",181.68118
"1684","Lustans Lakejer",181.7073
"1685","The Mystic Moods Orchestra",181.7073
"1686","Ronnie Dove",181.73342
"1687","Di-rect",181.78567
"1688","Derek Webb",181.78567
"1689","Ray Stevens",181.81179
"1690","Clout",181.81179
"1691","El Pino and the Volunteers_ El Pino & the Volunteers",181.81179
"1692","Ladyfuzz",181.83791
"1693","Dru Hill",181.850975
"1694","Vendetta Red",181.86404
"1695","Clint Eastwood & General Saint",181.86404
"1696","Fleming & John",181.89016
"1697","Ensemble PAN",181.91628
"1698","Chicharones",181.9424
"1699","Kelis",181.9424
"1700","Jackson United",181.9424
"1701","Nikki",181.96853
"1702","7 Sharp 9",181.99465
"1703","Sandy Mouche",181.99465
"1704","Chairlift",182.02077
"1705","This Mortal Coil",182.04689
"1706","HOLLY DUNN",182.05995
"1707","Garland Jeffreys",182.09914
"1708","Jahn Teigen",182.1122
"1709","Sonny Til & The Orioles",182.15138
"1710","Los Compadres",182.17751
"1711","Mr.Cheeks",182.20363
"1712","the bird and the bee",182.22975
"1713","The Gonads featuring Kid Punk",182.25587
"1714","Jaromir Nohavica",182.25587
"1715","Resistance 77",182.36036
"1716","Thelma Houston",182.41261
"1717","Juliette Gréco",182.43873
"1718","King",182.647705
"1719","Jessie Lee Miller",182.64771
"1720","Jeff Dunham ft. Sweet Daddy D",182.64771
"1721","Archie Bronson Outfit",182.64771
"1722","Joey Scarbury",182.67383
"1723","Zebra",182.673835
"1724","Primitive Radio Gods",182.69995
"1725","Jackie DeShannon",182.77832
"1726","Tally Hall",182.80444
"1727","Rob Tognoni",182.80444
"1728","Falling Sickness",182.85669
"1729","Jay McShann and His Orchestra & Charlie Parker",182.88281
"1730","Fatso Jetson",182.882815
"1731","The Junior Varsity",182.882815
"1732","Equipe 84",182.935055
"1733","José González",182.93506
"1734","Heavenly States",182.93506
"1735","Paul Carrack",182.943763333333
"1736","Daisy Chainsaw",182.96118
"1737","Lady & Bird",182.96118
"1738","Martha Reeves",183.01342
"1739","Thunderstone",183.03955
"1740","The Kingstonians",183.06567
"1741","Elvis Presley",183.10485
"1742","Stretch Arm Strong",183.17016
"1743","Erick Sermon",183.18322
"1744","Darren Styles",183.19628
"1745","The Clash",183.31122
"1746","Dianogah",183.35302
"1747","Tom Brosseau",183.35302
"1748","Permanent Me",183.40526
"1749","Joe Arroyo",183.43138
"1750","Un Kuartito",183.448796666667
"1751","The Minus 5",183.53587
"1752","STEEL PROPHET",183.561995
"1753","Los Tres",183.562
"1754","Bran Van 3000",183.58812
"1755","The Secret Handshake",183.61424
"1756","Cock Sparrer",183.61424
"1757","Burning Borders",183.71873
"1758","Intocable",183.73179
"1759","Jasper Erkens",183.74485
"1760","Element Eighty",183.7971
"1761","Raimundos",183.7971
"1762","Sound Dimension",183.81016
"1763","Aventura",183.875466666667
"1764","Smokey Robinson & The Miracles",183.90159
"1765","Syl Johnson",183.90159
"1766","Chicken Shack",183.914645
"1767","Damien Jurado",183.971246666667
"1768","Angélica Maria",183.97995
"1769","Overcome",184.00608
"1770","Adam Brand",184.019135
"1771","Mike Francis",184.05832
"1772","Jean Corti",184.058323333333
"1773","Guildo Horn feat. Pomp & Brass",184.11057
"1774","The Five Stairsteps",184.13669
"1775","John Lurie",184.18893
"1776","Single File",184.18893
"1777","L.E.G.A.C.Y.",184.18893
"1778","Los Lonely Boys",184.18893
"1779","Slim Gaillard",184.18893
"1780","The Ataris",184.24118
"1781","The Zombies",184.29342
"1782","Tina Charles",184.31955
"1783","Blinded Black",184.34567
"1784","Venetian Snares",184.37179
"1785","Kings Of Leon",184.39791
"1786","Los Masis",184.39791
"1787","Sombre View",184.42404
"1788","Osanna",184.47628
"1789","Nerf Herder",184.502405
"1790","So Called Plan",184.52853
"1791","July Skies",184.54159
"1792","Rev. Gary Davis",184.58077
"1793","The Polyphonic Spree",184.59383
"1794","Seine",184.63302
"1795","The Supremes",184.65914
"1796","Alcohol Funnycar",184.71138
"1797","Josh White",184.737506666667
"1798","Isabelle Aubret",184.73751
"1799","HA-ASH",184.76363
"1800","Sir Douglas Quintet",184.78975
"1801","Bad Manners",184.78975
"1802","The Five Satins",184.842
"1803","Margie Bermejo",184.842
"1804","Geoff Muldaur",184.86812
"1805","Aphex Twin",184.89424
"1806","Jimmie Lunceford",184.92036
"1807","Postgirobygget",184.929073333333
"1808","Rise Against",184.946485
"1809","The Franciscan Hobbies",184.94649
"1810","The Contours",184.97261
"1811","Django Reinhardt",185.05098
"1812","Cool For August",185.0771
"1813","Ana Gabriel",185.0771
"1814","Angeles del Infierno",185.09016
"1815","Janitor Joe",185.12934
"1816","Chuck Durfor",185.12934
"1817","Metronomy",185.142405
"1818","Lifetime",185.15546
"1819","The Slits",185.20771
"1820","The Wohlstandskinder",185.23383
"1821","Mills Blue Rhythm Band",185.25995
"1822","Harry Belafonte",185.46893
"1823","Beats Antique",185.46893
"1824","Stick To Your Guns",185.52118
"1825","Hot Water Music",185.52118
"1826","The Police",185.59955
"1827","the silk demise",185.67791
"1828","Jessi Colter",185.70404
"1829","Zap Pow",185.73016
"1830","Jump5",185.75628
"1831","R. Dean Taylor",185.75628
"1832","SKYCLAD",185.76934
"1833","Jackson 5",185.782402
"1834","B*Witched",185.80853
"1835","Natalie MacMaster",185.80853
"1836","Endeverafter",185.83465
"1837","Lily Allen",185.83465
"1838","The Aquabats",185.84771
"1839","Real McCoy",185.86077
"1840","Audience",185.93914
"1841","Fugu",185.99138
"1842","Scenes From A Movie",186.017505
"1843","K.I.Z.",186.05669
"1844","The O'Jays",186.09587
"1845","Moby Grape",186.122
"1846","Combustible Edison",186.14812
"1847","I Am Kloot",186.14812
"1848","Wayne Wonder",186.17424
"1849","England Dan & John Ford Coley",186.31791
"1850","Tommy Guerrero",186.33098
"1851","Admiral Bailey",186.3571
"1852","Edda",186.37016
"1853","Souls",186.38322
"1854","Lys Assia",186.46159
"1855","Rico Bernasconi",186.53995
"1856","James Carr",186.53995
"1857","The King Khan & BBQ Show",186.553015
"1858","Woods",186.61832
"1859","Luciano Pavarotti",186.64444
"1860","Yabby U",186.64444
"1861","Jonny Greenwood",186.64444
"1862","Astrosoniq",186.64444
"1863","Righteous Pigs",186.69669
"1864","Sam Bush",186.72281
"1865","The Koffin Kats",186.72281
"1866","The Yardbirds",186.748935
"1867","Juliana Hatfield",186.77506
"1868","Leo Ku",186.80118
"1869","Old 97's",186.85342
"1870","Patsy MONTANA / The PRAIRIE RAMBLERS",186.87955
"1871","Jason Michael Carroll",186.90567
"1872","Mojave 3",186.90567
"1873","The Chills",186.90567
"1874","Super Heroines",186.91873
"1875","Kap Bambino",186.944855
"1876","Dan Zanes Feat. Donald Saaf",186.95791
"1877","Bing Crosby & Grace Kelly",186.98404
"1878","The Five Keys",187.01016
"1879","Gangster Fun",187.03628
"1880","Danni Carlos",187.03628
"1881","Josef K",187.0624
"1882","Shaggy (feat. Akon)",187.11465
"1883","The Who",187.24526
"1884","Lila Downs",187.24526
"1885","Eyeless In Gaza",187.24526
"1886","Prinz Pi",187.24526
"1887","Shirley Horn",187.27138
"1888","Ima Robot",187.29751
"1889","The Jancee Pornick Casino",187.32363
"1890","Bill Gaither Trio",187.34975
"1891","Over It",187.402
"1892","The Automatic",187.402
"1893","Jimmy Nail",187.402
"1894","Grey Holiday",187.48036
"1895","Albertucho",187.48036
"1896","Charlie Daniels",187.50649
"1897","Rocio Durcal",187.55873
"1898","Government Issue",187.58485
"1899","Emerson Hart",187.66322
"1900","Hatfield And The North",187.66322
"1901","Terri Clark",187.66322
"1902","Teddy Geiger",187.68934
"1903","Hans Zimmer",187.75465
"1904","Nicole Willis",187.76771
"1905","Judith Owen",187.79383
"1906","Def Con Dos",187.79383
"1907","They Live By Night",187.81995
"1908","Sick Puppies",187.819955
"1909","Terrorvision",187.8722
"1910","Kawasaki 3P",187.92444
"1911","Les Brown",187.95057
"1912","The Juliana Theory",188.02893
"1913","Thee Headcoats Sect",188.02893
"1914","Amos Lee",188.028935
"1915","The Makers",188.028935
"1916","Dead Disco",188.1073
"1917","Povia",188.159543333333
"1918","Elephant Man",188.21179
"1919","Fred Åkerström",188.23791
"1920","Heidi Montag",188.26404
"1921","Die Apokalyptischen Reiter",188.31628
"1922","Morbid Angel",188.3228125
"1923","Los Enemigos",188.3424
"1924","Wiley ft. Jookie Mundo",188.39465
"1925","Bobby Darin",188.403353333333
"1926","Aaron Carter",188.42077
"1927","Dave Derby",188.42077
"1928","Joe Liggins / The Honeydrippers",188.42077
"1929","The 69 Eyes",188.44689
"1930","B-Tight feat. Raggaman",188.44689
"1931","Waylon Jennings",188.446895
"1932","Bunji Garlin",188.47302
"1933","Thomas Fehlman",188.47302
"1934","Hakimakli",188.49914
"1935","Carly Simon",188.51873
"1936","Mano Solo",188.60363
"1937","Blind Willie Johnson",188.61669
"1938","Guasones",188.62975
"1939","Memphis Minnie",188.642815
"1940","Alceu Valença",188.65587
"1941","Solex",188.70812
"1942","Boy Omega",188.70812
"1943","Main Concept",188.73424
"1944","Annuals",188.78649
"1945","The Eternal Afflict",188.86485
"1946","Dinah Shore",188.9171
"1947","Bob Mould",188.94322
"1948","The Modernist",188.99546
"1949","Christopher Franke",188.9954625
"1950","Tout Simplement Noir",189.02159
"1951","Patti Page",189.02159
"1952","Basshunter",189.03465
"1953","Mickey Gilley",189.07383
"1954","Dillard Chandler",189.113015
"1955","The Berzerker",189.12608
"1956","Linkin Park",189.134786666667
"1957","Rory Gallagher",189.17832
"1958","Too Pure To Die",189.20444
"1959","Vivian Stanshall",189.28281
"1960","Sagi Rei",189.28281
"1961","Sonora Santanera",189.33506
"1962","The Miracles Greatest Hits",189.3873
"1963","Jorgen Ingmann",189.43955
"1964","William Ackerman",189.43955
"1965","Hell N' Diesel",189.43955
"1966","Little Roy",189.51791
"1967","Alexis Korner's Blues Incorporated",189.57016
"1968","A Faith Called Chaos",189.6224
"1969","Wakefield",189.68771
"1970","Dominoe",189.75302
"1971","Gretchen Wilson",189.75302
"1972","Bezerra Da Silva",189.7922
"1973","Zen Café",189.80526
"1974","Run DMC",189.80526
"1975","Limp Bizkit",189.831385
"1976","Inkwell",189.85751
"1977","Laura Voutilainen",189.85751
"1978","Elis Regina",189.90975
"1979","Roy Roberts",189.93587
"1980","Cross Country",189.962
"1981","Carcass",189.98812
"1982","A Rocket To The Moon",190.01424
"1983","Johnny Osbourne",190.01424
"1984","Betül Demir",190.04036
"1985","Mad Heads",190.06649
"1986","Glenn Miller",190.09261
"1987","Jet Black Crayon",190.09261
"1988","I Am Ghost",190.11873
"1989","Swan Lake",190.11873
"1990","The Cruel Sea",190.14485
"1991","Shabba Ranks",190.14485
"1992","Alisha's Attic",190.144855
"1993","Hydrogyn",190.17098
"1994","Daddy Yankee",190.22322
"1995","Attaque 77",190.30159
"1996","Gabriel & Dresden",190.30159
"1997","Eleanor McEvoy",190.31465
"1998","De-Grees",190.35383
"1999","L-Kan",190.35383
"2000","Fun Boy Three",190.48444
"2001","Dramarama",190.50186
"2002","La Tropa F",190.56281
"2003","The Mavericks",190.56281
"2004","JLS",190.61506
"2005","Cloud Cult",190.628115
"2006","A Hawk And A Hacksaw",190.6673
"2007","Suprême NTM",190.73261
"2008","Daryl Hall & John Oates",190.74567
"2009","C-Bo",190.74567
"2010","Original Naabtal Duo",190.77179
"2011","Carl Perkins",190.82404
"2012","So They Say",190.92853
"2013","Success Will Write Apocalypse Across The Sky",190.98077
"2014","Musiq Soulchild",190.98077
"2015","The Little Willies",191.00689
"2016","Huntingtons",191.03302
"2017","Chris Spedding",191.13751
"2018","Taylor Swift",191.13751
"2019","Gabby Glaser",191.13751
"2020","Red Nichols",191.18975
"2021","Chirie Vegas",191.21587
"2022","Paul Mauriat",191.228935
"2023","Buck 65",191.242
"2024","Fairport Convention",191.2615875
"2025","Lifter Puller",191.26812
"2026","Hot Hot Heat",191.38567
"2027","Johnny Hartman",191.49016
"2028","Calico System",191.52934
"2029","Jungle Brothers",191.542405
"2030","Blind Willie McTell_ Ruth Willis",191.55546
"2031","The Legends",191.60771
"2032","Hallie Seyer/Helen Darling",191.60771
"2033","Chango Spasiuk",191.6468925
"2034","Panda Bear",191.89506
"2035","Endless Hallway",191.89506
"2036","Spider Murphy Gang",191.89506
"2037","Os Mutantes",191.97342
"2038","Dan Zanes_Friends",192.02567
"2039","The Long Blondes",192.10404
"2040","Jadakiss",192.13016
"2041","GBH",192.15628
"2042","Steve Lukather",192.20853
"2043","Mux Mool",192.26077
"2044","Paris Hilton",192.28689
"2045","The Whitest Boy Alive",192.28689
"2046","Dropkick Murphys",192.32608
"2047","Fred Ventura",192.36526
"2048","Pete Townshend & Ronnie Lane",192.44363
"2049","Francisco Céspedes",192.46975
"2050","The Flying Burrito Brothers",192.482815
"2051","Threat Signal",192.522
"2052","Every Avenue",192.57424
"2053","Esmée Denters",192.57424
"2054","The Youngbloods",192.60036
"2055","Lee Lessack and Jon Philip Alman",192.65261
"2056","Taylor Hawkins & The Coattail Riders",192.717915
"2057","Jamie Lidell",192.722266666667
"2058","Cinema Bizarre",192.73098
"2059","George McCrae",192.74404
"2060","The Teen Queens",192.78322
"2061","Gloria Trevi",192.80934
"2062","Major Lazer / Mr. Evil / Mapei",192.83546
"2063","Exilia",192.91383
"2064","Barleyjuice",192.93995
"2065","Stephanie McIntosh",192.93995
"2066","Jennifer Warnes",193.00526
"2067","Les Trois Accords",193.044445
"2068","The Red Jumpsuit Apparatus",193.09669
"2069","The Pink Spiders",193.12281
"2070","Koufax",193.12281
"2071","Yami Bolo",193.148935
"2072","Cartel De Santa Featuring Mery Dee",193.2273
"2073","Hurricane",193.27955
"2074","Fuat",193.27955
"2075","Jesse Mae Hemphill",193.30567
"2076","Absu",193.33179
"2077","Gérald de Palmas",193.42322
"2078","Royal Treatment Plant",193.43628
"2079","Tiny Dancers",193.51465
"2080","Dave Van Ronk",193.532063333333
"2081","Kari Tapio",193.54077
"2082","The Dream Syndicate",193.59302
"2083","Psykick Lyrikah",193.64526
"2084","The Steep Canyon Rangers",193.64526
"2085","The Dickies",193.64526
"2086","Bing Crosby_ Judy Garland",193.64526
"2087","Slick Shoes",193.64526
"2088","Musetta",193.684445
"2089","Mark Medlock & Dieter Bohlen",193.74975
"2090","Big D and The Kids Table",193.74975
"2091","Tom T. Hall",193.77587
"2092","The Dykeenies",193.77587
"2093","Pure Prairie League",193.93261
"2094","Guano Apes",193.971795
"2095","Organ",194.0371
"2096","Spearmint",194.0371
"2097","Roll Deep",194.0371
"2098","Commander Tom",194.06322
"2099","Mississippi Sheiks",194.16771
"2100","Leningrad Cowboys",194.18077
"2101","The Supremes / Four Tops",194.211246666667
"2102","Mr. Projectile",194.24608
"2103","Kotiteollisuus",194.25914
"2104","The Supervillains",194.29832
"2105","Cat Stevens",194.333153333333
"2106","Dave Edmunds",194.33751
"2107","Comecon",194.35057
"2108","Cex",194.35057
"2109","Akron/Family",194.40281
"2110","Make Good Your Escape",194.40281
"2111","Any Trouble",194.48118
"2112","Yesterday's New Quintet",194.546485
"2113","Elf Power",194.59873
"2114","Richard Clayderman",194.61179
"2115","The Ghost of A Thousand",194.61179
"2116","Os Paralamas Do Sucesso",194.716285
"2117","Ghostface Killah",194.76853
"2118","Forty Winks",194.79465
"2119","The Pink Fairies",194.89914
"2120","The Forms",194.89914
"2121","Amber Pacific",194.92526
"2122","Training For Utopia",194.92526
"2123","Deckard",194.95138
"2124","Charles Brown",194.95138
"2125","Mandy Moore",194.97751
"2126","Roosevelt Sykes",194.97751
"2127","Pambo",195.00363
"2128","Shihad",195.00363
"2129","Jelly Roll Morton",195.00363
"2130","Two Hours Traffic",195.05587
"2131","Jair Rodrigues",195.186485
"2132","Duke Special",195.18649
"2133","The Crimea",195.21261
"2134","Audio Adrenaline",195.23873
"2135","Slapp Happy",195.23873
"2136","Blackguard",195.26485
"2137","Piskie Sits",195.3171
"2138","Tommy Dorsey & His Orchestra;Frank Sinatra",195.34322
"2139","The Big Pink",195.34322
"2140","Thunderbirds Are Now!",195.35628
"2141","Emma Pollock",195.36934
"2142","Cunninlynguists",195.39546
"2143","Erik Segerstedt",195.44771
"2144","Taking Back Sunday",195.46077
"2145","Caliban",195.49995
"2146","Carmen McRae",195.5522
"2147","Emmylou Harris",195.56526
"2148","Brant Bjork",195.60444
"2149","Bodo Wartke",195.63057
"2150","Danzig",195.65669
"2151","Elastica",195.65669
"2152","The Osmonds",195.68281
"2153","The Muffins",195.76118
"2154","Slagsmalsklubben",195.81342
"2155","Cat Power",195.839545
"2156","From First to Last",195.85261
"2157","Osibisa",195.91791
"2158","Mother's Finest",195.91791
"2159","Ena Pá 2000",195.91791
"2160","Sarah Blasko",195.94404
"2161","Seeed's Pharaoh Riddim Feat. General Degree",195.97016
"2162","Logh",195.99628
"2163","The Arrogant Sons Of Bitches",195.99628
"2164","Daville",196.0224
"2165","Brian Setzer",196.07465
"2166","Fudge Tunnel",196.10077
"2167","Gianmaria Testa",196.12689
"2168","White Denim",196.153015
"2169","Tree63",196.153015
"2170","Dawid Szczesny",196.15302
"2171","Orange Goblin",196.20526
"2172","Howling Bells",196.218325
"2173","Javier Solis",196.23138
"2174","Bass Clef",196.23138
"2175","Wreckless Eric",196.283625
"2176","The Alternate Routes",196.29669
"2177","The Boy Least Likely To",196.30975
"2178","Cyssero",196.33587
"2179","Roxette",196.44036
"2180","Paul van Dyk Feat. Johnny McDaid",196.44036
"2181","Madness",196.45778
"2182","DJ Muggs & Planet Asia",196.46649
"2183","Tuck & Patti",196.46649
"2184","Stochelo Rosenberg",196.49261
"2185","Neimo",196.49261
"2186","Fort Minor (Featuring John Legend)",196.51873
"2187","Sharon Jones & The Dap-Kings",196.51873
"2188","Hubert Kah",196.53179
"2189","Kingspade",196.5971
"2190","Joy Electric",196.61016
"2191","The Hot Toddies",196.62322
"2192","Akon",196.62322
"2193","Falling Up",196.72771
"2194","Canibus",196.75383
"2195","Bleeding Through",196.75383
"2196","Lampshade",196.77995
"2197","Ill Nino",196.85832
"2198","Kingdom Come",196.85832
"2199","Girls On Film",196.88444
"2200","Hora Zulú",196.88444
"2201","John Wilkes Booze",196.91057
"2202","The Black Keys",196.96281
"2203","Sugarbomb",196.96281
"2204","Lee Ranaldo",196.98893
"2205","The Manhattans",196.98893
"2206","Go Betty Go",197.0673
"2207","Carlos Jean",197.0673
"2208","Lionel Hampton and his orchestra",197.09342
"2209","Bill Medley",197.14567
"2210","Stephen Stills",197.17179
"2211","Jelly Roll Morton Trio",197.3024
"2212","Mr Brown",197.3024
"2213","Nicolai Dunger",197.32853
"2214","Beirut",197.32853
"2215","Tom Grant",197.35465
"2216","Mastodon",197.36771
"2217","Hazel O'Connor",197.38077
"2218","After The Fire",197.40689
"2219","Mike Patton",197.45914
"2220","Lole y Manuel",197.45914
"2221","Melanie Fiona",197.51138
"2222","Demi Lovato",197.53751
"2223","Natacha Atlas;Peter Maffay",197.53751
"2224","Wohnout",197.56363
"2225","Nada Surf",197.69424
"2226","Adequate Seven",197.7073
"2227","Rauli Badding Somerjoki",197.72036
"2228","Amazing Transparent Man",197.74649
"2229","Cake",197.781316666667
"2230","Lonnie Donegan",197.85098
"2231","Demon's Claws",197.864035
"2232","As We Fight",197.92934
"2233","John Lee Hooker",197.942405
"2234","BMX Bandits",197.94676
"2235","Sister Hazel",197.968525
"2236","Crazyhead",197.98159
"2237","Die So Fluid",197.98159
"2238","Poney Poney",198.00771
"2239","Alice Cooper",198.0077125
"2240","The 5th Dimension",198.04689
"2241","Consumed",198.05995
"2242","The Lovin' Spoonful",198.05995
"2243","Ruoska",198.05995
"2244","Sick City",198.05995
"2245","Herbert Grönemeyer",198.08608
"2246","Apostle Of Hustle",198.21669
"2247","Engelbert Humperdinck",198.26893
"2248","Jamie T",198.268935
"2249","Nicho Hinojosa",198.29506
"2250","El Niño Gusano",198.308115
"2251","Helge Schneider",198.32118
"2252","El Chaval De La Peca",198.32118
"2253","Monrose",198.33424
"2254","Pig Destroyer",198.373425
"2255","Vorpal",198.386485
"2256","The Chicharones",198.399545
"2257","Kerkko Koskinen",198.39955
"2258","Sloppy Meateaters",198.39955
"2259","Akela",198.53016
"2260","Alejandro Fernandez",198.53016
"2261","McGuinn_ Clark & Hillman",198.53016
"2262","Tiro De Gracia",198.55628
"2263","Frisco Kid",198.5824
"2264","Tony Bennett",198.62159
"2265","Stereolab",198.63465
"2266","Boney M.",198.68689
"2267","Lina Margy",198.71302
"2268","Chris Isaak",198.721723333333
"2269","Peter Bjorn And John",198.73914
"2270","And Then There Were None",198.76526
"2271","Admiral Tibet",198.77832
"2272","Stoa",198.79138
"2273","Snow Patrol",198.79138
"2274","The Shaky Hands",198.83057
"2275","Pete Yorn",198.86975
"2276","Questions In Dialect",198.86975
"2277","La Dama Se Esconde",198.86975
"2278","Jaheim (Featuring Lil' Mo)",198.86975
"2279","Kool Savas feat. Eko",198.922
"2280","Tuff",198.922
"2281","Benjy Davis Project",198.94812
"2282","Barry Blue",198.94812
"2283","Cornershop",199.000365
"2284","Willie Hutch",199.00907
"2285","Bury Your Dead",199.02649
"2286","amelie-les-crayons",199.02649
"2287","Yo La Tengo",199.09179
"2288","Four Year Strong",199.130975
"2289","Calle Kristiansson",199.1571
"2290","Lasse Lindh",199.1571
"2291","Amalia Avgoustaki",199.1571
"2292","Carol Douglas",199.200633333333
"2293","Chiara Civello",199.20934
"2294","John Frizzell",199.23546
"2295","Anti-Nowhere League",199.235465
"2296","Ronee Blakley",199.26159
"2297","Sharkey",199.31383
"2298","Maria Lawson",199.36608
"2299","Ich + Ich",199.36608
"2300","Devendra Banhart",199.418325
"2301","John Stevens",199.44444
"2302","Ugress",199.47057
"2303","The Hollies",199.483625
"2304","Doctor Krapula",199.52281
"2305","Ella Fitzgerald",199.60118
"2306","Pere Ubu",199.60118
"2307","Mark Lemhouse",199.6273
"2308","KaiserCartel",199.6273
"2309","Desmond Dekker",199.64036
"2310","Vanessa-Mae",199.679545
"2311","Julio Iglesias",199.75791
"2312","Noel Parlane",199.78404
"2313","Yma Sumac",199.78404
"2314","Morrissey",199.81016
"2315","Wayne Jarrett",199.81016
"2316","No Use For A Name",199.83628
"2317","Bowerbirds",199.8624
"2318","Raimundo Amador",199.88853
"2319","The Aluminum Group",199.91465
"2320","Mountain",199.94077
"2321","Corcobado y Manta Ray",199.99302
"2322","Napalm Death",200.04526
"2323","Chibite / The Zawose Family",200.04526
"2324","Noel Coward",200.07138
"2325","Kaiser Chiefs",200.071383333333
"2326","Floyd Cramer",200.093151666667
"2327","Dogwood",200.097505
"2328","Section 25",200.09751
"2329","Shai Hulud",200.09751
"2330","The Wake",200.10621
"2331","Jope Ruonansuu",200.14975
"2332","Meade Lux Lewis",200.17587
"2333","Louis Armstrong",200.202
"2334","Duncan Sheik featuring Holly Brook",200.28036
"2335","Sham 69",200.306485
"2336","Rilo Kiley",200.35873
"2337","Absent Kid",200.35873
"2338","Dixie Dregs",200.38485
"2339","Les Wampas",200.38485
"2340","David ""Honeyboy"" Edwards",200.38485
"2341","Caifanes",200.41098
"2342","Hadise",200.4371
"2343","Jesper Kyd",200.4371
"2344","Cage The Elephant",200.4371
"2345","Sandra Oxenryd",200.46322
"2346","Scarlet's Remains",200.48934
"2347","Willie Nelson",200.508935
"2348","Creaming Jesus",200.51546
"2349","Fort Knox Five featuring Mustafa Akbar",200.51546
"2350","Toby Lightman",200.61995
"2351","R.E.M.",200.626485
"2352","Robyn Hitchcock and The Egyptians",200.64608
"2353","Girlschool",200.64608
"2354","Marvelous 3",200.64608
"2355","Rupa & the April Fishes",200.6722
"2356","Simon Webbe",200.698325
"2357","The High Wire",200.77669
"2358","Death SS",200.80281
"2359","50 Cent",200.85506
"2360","Tullycraft",200.872473333333
"2361","Dierks Bentley",200.9073
"2362","Jim Stärk",200.93342
"2363","Murderdolls",201.01179
"2364","Snoop Dogg",201.037915
"2365","LOFOFORA",201.050975
"2366","Fagget Fairys",201.06404
"2367","Throwdown",201.06404
"2368","Shantel",201.06404
"2369","Bram Vermeulen",201.1424
"2370","Alex Swings Oscar Sings!",201.1424
"2371","Fireflight",201.16853
"2372","The Sabres Of Paradise",201.19465
"2373","Theory Of A Deadman",201.273015
"2374","Lord Est",201.27302
"2375","311",201.27302
"2376","This Is Hell",201.29914
"2377","Lara",201.29914
"2378","Pegz",201.37751
"2379","Goombay Dance Band",201.37751
"2380","The Homens",201.40363
"2381","Björk",201.45587
"2382","Pure Adrenalin",201.45587
"2383","Carpathian Forest",201.468935
"2384","Throwing Muses",201.52118
"2385","The Rumble Strips",201.53424
"2386","6 Day Riot",201.53424
"2387","Miranda!",201.56036
"2388","Seventh Star",201.56036
"2389","7L & Esoteric",201.58649
"2390","Elza Soares",201.58649
"2391","Scritti Politti",201.63873
"2392","Barbara Mason",201.63873
"2393","Moxy Fruvous",201.63873
"2394","Whitey Shafer",201.66485
"2395","Juliet Turner",201.66485
"2396","Varathron",201.69098
"2397","Uphill Battle",201.7171
"2398","Antigone Rising",201.74322
"2399","Gato Perez",201.76934
"2400","Eamon",201.76934
"2401","Bénabar",201.76934
"2402","Darkthrone",201.79546
"2403","Manic Street Preachers",201.82159
"2404","Stars",201.84771
"2405","Scott Joplin",201.87383
"2406","Penguin Café Orchestra",201.97832
"2407","Discount",201.97832
"2408","Ian Siegal",202.00444
"2409","Whiskeytown",202.013153333333
"2410","The Upsetters",202.03057
"2411","Hawkeye",202.08281
"2412","Tha Alkaholiks",202.10893
"2413","Mercury Rev",202.13506
"2414","Young Heart Attack",202.16118
"2415","Janie Fricke",202.1873
"2416","Don Grusin",202.1873
"2417","Neko Case",202.20036
"2418","Countach",202.21342
"2419","Oakley Hall",202.26567
"2420","Mr. Bassman",202.26567
"2421","Kona Triangle",202.29179
"2422","Los Chichos",202.304855
"2423","Wailing Souls",202.31791
"2424","Junior Reid",202.31791
"2425","Mavado",202.31791
