artist_name,avg_duration
Harry Belafonte,185.46893
Beats Antique,185.46893
Stick To Your Guns,185.52118
Hot Water Music,185.52118
The Police,185.59955
the silk demise,185.67791
Jessi Colter,185.70404
Zap Pow,185.73016
Jump5,185.75628
R. Dean Taylor,185.75628
SKYCLAD,185.76934
Jackson 5,185.782402
B*Witched,185.80853
Natalie MacMaster,185.80853
Endeverafter,185.83465
Lily Allen,185.83465
The Aquabats,185.84771
Real McCoy,185.86077
Audience,185.93914
Fugu,185.99138
Scenes From A Movie,186.017505
K.I.Z.,186.05669
The O'Jays,186.09587
Moby Grape,186.122
Combustible Edison,186.14812
I Am Kloot,186.14812
Wayne Wonder,186.17424
England Dan & John Ford Coley,186.31790999999998
Tommy Guerrero,186.33098
Admiral Bailey,186.3571
Edda,186.37016
Souls,186.38322
Lys Assia,186.46159
Rico Bernasconi,186.53995
James Carr,186.53995
The King Khan & BBQ Show,186.55301500000002
Woods,186.61832
Luciano Pavarotti,186.64444
Yabby U,186.64444
Jonny Greenwood,186.64444
Astrosoniq,186.64444
Righteous Pigs,186.69669
Sam Bush,186.72281
The Koffin Kats,186.72281
The Yardbirds,186.748935
Juliana Hatfield,186.77506
Leo Ku,186.80118
Old 97's,186.85342
Patsy MONTANA / The PRAIRIE RAMBLERS,186.87955
Jason Michael Carroll,186.90567
Mojave 3,186.90567
The Chills,186.90567
Super Heroines,186.91872999999998
Kap Bambino,186.94485500000002
Dan Zanes Feat. Donald Saaf,186.95791
Bing Crosby & Grace Kelly,186.98404
The Five Keys,187.01016
Gangster Fun,187.03628
Danni Carlos,187.03628
Josef K,187.0624
Shaggy (feat. Akon),187.11465
The Who,187.24526
Lila Downs,187.24526
Eyeless In Gaza,187.24526
Prinz Pi,187.24526
Shirley Horn,187.27138
Ima Robot,187.29751
The Jancee Pornick Casino,187.32363
Bill Gaither Trio,187.34975
Over It,187.402
The Automatic,187.402
Jimmy Nail,187.402
Grey Holiday,187.48036
Albertucho,187.48036
Charlie Daniels,187.50649
Rocio Durcal,187.55873
Government Issue,187.58485
Emerson Hart,187.66322
Hatfield And The North,187.66322
Terri Clark,187.66322
Teddy Geiger,187.68934
Hans Zimmer,187.75465
Nicole Willis,187.76771
Judith Owen,187.79383
Def Con Dos,187.79383
They Live By Night,187.81995
Sick Puppies,187.819955
Terrorvision,187.8722
Kawasaki 3P,187.92444
Les Brown,187.95057
The Juliana Theory,188.02893
Thee Headcoats Sect,188.02893
Amos Lee,188.028935
The Makers,188.028935
Dead Disco,188.1073
Povia,188.15954333333335
Elephant Man,188.21179
Fred Åkerström,188.23791
Heidi Montag,188.26404
Die Apokalyptischen Reiter,188.31628
Morbid Angel,188.3228125
Los Enemigos,188.3424
Wiley ft. Jookie Mundo,188.39465
Bobby Darin,188.40335333333334
Aaron Carter,188.42077
Dave Derby,188.42077
Joe Liggins / The Honeydrippers,188.42077
The 69 Eyes,188.44689
B-Tight feat. Raggaman,188.44689
Waylon Jennings,188.44689499999998
Bunji Garlin,188.47302
Thomas Fehlman,188.47302
Hakimakli,188.49914
Carly Simon,188.51873
Mano Solo,188.60363
Blind Willie Johnson,188.61669
Guasones,188.62975
Memphis Minnie,188.64281499999998
Alceu Valença,188.65587
Solex,188.70812
Boy Omega,188.70812
Main Concept,188.73424
Annuals,188.78649
The Eternal Afflict,188.86485
Dinah Shore,188.9171
Bob Mould,188.94322
The Modernist,188.99546
Christopher Franke,188.9954625
Tout Simplement Noir,189.02159
Patti Page,189.02159
Basshunter,189.03465
Mickey Gilley,189.07383
Dillard Chandler,189.113015
The Berzerker,189.12608
Linkin Park,189.13478666666666
Rory Gallagher,189.17831999999999
Too Pure To Die,189.20444
Vivian Stanshall,189.28281
Sagi Rei,189.28281
Sonora Santanera,189.33506
The Miracles Greatest Hits,189.3873
Jorgen Ingmann,189.43955
William Ackerman,189.43955
Hell N' Diesel,189.43955
Little Roy,189.51791
Alexis Korner's Blues Incorporated,189.57016
A Faith Called Chaos,189.6224
Wakefield,189.68771
Dominoe,189.75302
Gretchen Wilson,189.75302
Bezerra Da Silva,189.79219999999998
Zen Café,189.80526
Run DMC,189.80526
Limp Bizkit,189.831385
Inkwell,189.85751
Laura Voutilainen,189.85751
Elis Regina,189.90975
Roy Roberts,189.93587
Cross Country,189.962
Carcass,189.98812
A Rocket To The Moon,190.01424
Johnny Osbourne,190.01424
Betül Demir,190.04036
Mad Heads,190.06649
Glenn Miller,190.09261
Jet Black Crayon,190.09261
I Am Ghost,190.11873
Swan Lake,190.11873
The Cruel Sea,190.14485
Shabba Ranks,190.14485
Alisha's Attic,190.144855
Hydrogyn,190.17098
Daddy Yankee,190.22322
Attaque 77,190.30159
Gabriel & Dresden,190.30159
Eleanor McEvoy,190.31465
De-Grees,190.35383
L-Kan,190.35383
Fun Boy Three,190.48444
Dramarama,190.50186000000002
La Tropa F,190.56280999999998
The Mavericks,190.56281
JLS,190.61506
Cloud Cult,190.628115
A Hawk And A Hacksaw,190.6673
Suprême NTM,190.73261
Daryl Hall & John Oates,190.74567
C-Bo,190.74567
Original Naabtal Duo,190.77179
Carl Perkins,190.82404
So They Say,190.92853
Success Will Write Apocalypse Across The Sky,190.98077
Musiq Soulchild,190.98077
The Little Willies,191.00689
Huntingtons,191.03302
Chris Spedding,191.13751
Taylor Swift,191.13751
Gabby Glaser,191.13751
Red Nichols,191.18975
Chirie Vegas,191.21587
Paul Mauriat,191.228935
Buck 65,191.242
Fairport Convention,191.2615875
Lifter Puller,191.26812
Hot Hot Heat,191.38567
Johnny Hartman,191.49016
Calico System,191.52934
Jungle Brothers,191.542405
Blind Willie McTell_ Ruth Willis,191.55546
The Legends,191.60771
Hallie Seyer/Helen Darling,191.60771
Chango Spasiuk,191.64689249999998
Panda Bear,191.89506
Endless Hallway,191.89506
Spider Murphy Gang,191.89506
Os Mutantes,191.97342
Dan Zanes_Friends,192.02567
The Long Blondes,192.10404
Jadakiss,192.13016
GBH,192.15628
Steve Lukather,192.20853
Mux Mool,192.26077
Paris Hilton,192.28689
The Whitest Boy Alive,192.28689
Dropkick Murphys,192.32608
Fred Ventura,192.36526
Pete Townshend & Ronnie Lane,192.44363
Francisco Céspedes,192.46975
The Flying Burrito Brothers,192.48281500000002
Threat Signal,192.522
Every Avenue,192.57424
Esmée Denters,192.57424
The Youngbloods,192.60036
Lee Lessack and Jon Philip Alman,192.65261
Taylor Hawkins & The Coattail Riders,192.717915
Jamie Lidell,192.72226666666666
Cinema Bizarre,192.73098
George McCrae,192.74403999999998
The Teen Queens,192.78322
Gloria Trevi,192.80934
Major Lazer / Mr. Evil / Mapei,192.83546
Exilia,192.91383
Barleyjuice,192.93995
Stephanie McIntosh,192.93995
Jennifer Warnes,193.00526000000002
Les Trois Accords,193.044445
The Red Jumpsuit Apparatus,193.09669
The Pink Spiders,193.12281
Koufax,193.12281
Yami Bolo,193.148935
Cartel De Santa Featuring Mery Dee,193.2273
Hurricane,193.27955
Fuat,193.27955
Jesse Mae Hemphill,193.30567
Absu,193.33179
Gérald de Palmas,193.42322000000001
Royal Treatment Plant,193.43628
Tiny Dancers,193.51465
Dave Van Ronk,193.53206333333333
Kari Tapio,193.54077
The Dream Syndicate,193.59302
Psykick Lyrikah,193.64526
The Steep Canyon Rangers,193.64526
The Dickies,193.64526
Bing Crosby_ Judy Garland,193.64526
Slick Shoes,193.64526
Musetta,193.684445
Mark Medlock & Dieter Bohlen,193.74975
Big D and The Kids Table,193.74975
Tom T. Hall,193.77587
The Dykeenies,193.77587
Pure Prairie League,193.93261
Guano Apes,193.971795
Organ,194.0371
Spearmint,194.0371
Roll Deep,194.0371
Commander Tom,194.06322
Mississippi Sheiks,194.16771
Leningrad Cowboys,194.18077
The Supremes / Four Tops,194.21124666666668
Mr. Projectile,194.24608
Kotiteollisuus,194.25914
The Supervillains,194.29832
Cat Stevens,194.33315333333334
Dave Edmunds,194.33751
Comecon,194.35057
Cex,194.35057
Akron/Family,194.40281
Make Good Your Escape,194.40281
Any Trouble,194.48118
Yesterday's New Quintet,194.54648500000002
Elf Power,194.59873
Richard Clayderman,194.61178999999998
The Ghost of A Thousand,194.61179
Os Paralamas Do Sucesso,194.716285
Ghostface Killah,194.76853
Forty Winks,194.79465
The Pink Fairies,194.89914
The Forms,194.89914
Amber Pacific,194.92526
Training For Utopia,194.92526
Deckard,194.95138
Charles Brown,194.95138
Mandy Moore,194.97751
Roosevelt Sykes,194.97751
Pambo,195.00363
Shihad,195.00363
Jelly Roll Morton,195.00363
Two Hours Traffic,195.05587
Jair Rodrigues,195.186485
Duke Special,195.18649
The Crimea,195.21261
Audio Adrenaline,195.23873
Slapp Happy,195.23873
Blackguard,195.26485
Piskie Sits,195.3171
Tommy Dorsey & His Orchestra;Frank Sinatra,195.34322
The Big Pink,195.34322
Thunderbirds Are Now!,195.35628
Emma Pollock,195.36934000000002
Cunninlynguists,195.39546
Erik Segerstedt,195.44771
Taking Back Sunday,195.46077
Caliban,195.49995
Carmen McRae,195.5522
Emmylou Harris,195.56526
Brant Bjork,195.60444
Bodo Wartke,195.63057
Danzig,195.65669
Elastica,195.65669
The Osmonds,195.68281
The Muffins,195.76118
Slagsmalsklubben,195.81342
Cat Power,195.839545
From First to Last,195.85261000000003
Osibisa,195.91791
Mother's Finest,195.91791
Ena Pá 2000,195.91791
Sarah Blasko,195.94404
Seeed's Pharaoh Riddim Feat. General Degree,195.97016
Logh,195.99628
The Arrogant Sons Of Bitches,195.99628
Daville,196.0224
Brian Setzer,196.07465
Fudge Tunnel,196.10077
Gianmaria Testa,196.12689
White Denim,196.15301499999998
Tree63,196.153015
Dawid Szczesny,196.15302
Orange Goblin,196.20526
Howling Bells,196.218325
Javier Solis,196.23138
Bass Clef,196.23138
Wreckless Eric,196.283625
The Alternate Routes,196.29669
The Boy Least Likely To,196.30975
Cyssero,196.33587
Roxette,196.44036
Paul van Dyk Feat. Johnny McDaid,196.44036
Madness,196.45777999999999
DJ Muggs & Planet Asia,196.46649
Tuck & Patti,196.46649
Stochelo Rosenberg,196.49261
Neimo,196.49261
Fort Minor (Featuring John Legend),196.51873
Sharon Jones & The Dap-Kings,196.51873
Hubert Kah,196.53179
Kingspade,196.5971
Joy Electric,196.61016
The Hot Toddies,196.62322
Akon,196.62322
Falling Up,196.72771
Canibus,196.75383
Bleeding Through,196.75383
Lampshade,196.77995
Ill Nino,196.85832
Kingdom Come,196.85832
Girls On Film,196.88444
Hora Zulú,196.88444
John Wilkes Booze,196.91057
The Black Keys,196.96281
Sugarbomb,196.96281
Lee Ranaldo,196.98893
The Manhattans,196.98893
Go Betty Go,197.0673
Carlos Jean,197.0673
Lionel Hampton and his orchestra,197.09342
Bill Medley,197.14567
Stephen Stills,197.17179
Jelly Roll Morton Trio,197.30239999999998
Mr Brown,197.3024
Nicolai Dunger,197.32853
Beirut,197.32853
Tom Grant,197.35465
Mastodon,197.36771
Hazel O'Connor,197.38077
After The Fire,197.40689
Mike Patton,197.45914
Lole y Manuel,197.45914000000002
Melanie Fiona,197.51138
Demi Lovato,197.53751
Natacha Atlas;Peter Maffay,197.53751
Wohnout,197.56363
Nada Surf,197.69424
Adequate Seven,197.7073
Rauli Badding Somerjoki,197.72036
Amazing Transparent Man,197.74649
Cake,197.78131666666667
Lonnie Donegan,197.85098
Demon's Claws,197.864035
As We Fight,197.92934
John Lee Hooker,197.942405
BMX Bandits,197.94675999999998
Sister Hazel,197.968525
Crazyhead,197.98159
Die So Fluid,197.98159
Poney Poney,198.00771
Alice Cooper,198.0077125
The 5th Dimension,198.04689000000002
Consumed,198.05995
The Lovin' Spoonful,198.05995
Ruoska,198.05995
Sick City,198.05995
Herbert Grönemeyer,198.08608
Apostle Of Hustle,198.21669
Engelbert Humperdinck,198.26893
Jamie T,198.268935
Nicho Hinojosa,198.29506
El Niño Gusano,198.308115
Helge Schneider,198.32118
El Chaval De La Peca,198.32118
Monrose,198.33424000000002
Pig Destroyer,198.373425
Vorpal,198.386485
The Chicharones,198.399545
Kerkko Koskinen,198.39955
Sloppy Meateaters,198.39955
Akela,198.53016
Alejandro Fernandez,198.53016
McGuinn_ Clark & Hillman,198.53016
Tiro De Gracia,198.55628
Frisco Kid,198.5824
Tony Bennett,198.62159
Stereolab,198.63465
Boney M.,198.68689
Lina Margy,198.71302
Chris Isaak,198.72172333333333
Peter Bjorn And John,198.73914
And Then There Were None,198.76526
Admiral Tibet,198.77832
Stoa,198.79138
Snow Patrol,198.79138
The Shaky Hands,198.83057000000002
Pete Yorn,198.86975
Questions In Dialect,198.86975
La Dama Se Esconde,198.86975
Jaheim (Featuring Lil' Mo),198.86975
Kool Savas feat. Eko,198.922
Tuff,198.922
Benjy Davis Project,198.94812
Barry Blue,198.94812
Cornershop,199.000365
Willie Hutch,199.00906999999998
Bury Your Dead,199.02649
amelie-les-crayons,199.02649
Yo La Tengo,199.09179
Four Year Strong,199.130975
Calle Kristiansson,199.1571
Lasse Lindh,199.1571
Amalia Avgoustaki,199.1571
Carol Douglas,199.20063333333334
Chiara Civello,199.20934
John Frizzell,199.23546
Anti-Nowhere League,199.235465
Ronee Blakley,199.26159
Sharkey,199.31383
Maria Lawson,199.36608
Ich + Ich,199.36608
Devendra Banhart,199.41832499999998
John Stevens,199.44444
Ugress,199.47057
The Hollies,199.48362500000002
Doctor Krapula,199.52281
Ella Fitzgerald,199.60118
Pere Ubu,199.60118
Mark Lemhouse,199.6273
KaiserCartel,199.6273
Desmond Dekker,199.64036
Vanessa-Mae,199.679545
Julio Iglesias,199.75791
Noel Parlane,199.78404
Yma Sumac,199.78404
Morrissey,199.81016
Wayne Jarrett,199.81016
No Use For A Name,199.83628
Bowerbirds,199.8624
Raimundo Amador,199.88853
The Aluminum Group,199.91465
Mountain,199.94077
Corcobado y Manta Ray,199.99302
Napalm Death,200.04526
Chibite / The Zawose Family,200.04526
Noel Coward,200.07138
Kaiser Chiefs,200.07138333333333
Floyd Cramer,200.09315166666667
Dogwood,200.097505
Section 25,200.09751
Shai Hulud,200.09751
The Wake,200.10621
Jope Ruonansuu,200.14975
Meade Lux Lewis,200.17587
Louis Armstrong,200.202
Duncan Sheik featuring Holly Brook,200.28036
Sham 69,200.306485
Rilo Kiley,200.35873
Absent Kid,200.35873
Dixie Dregs,200.38485
Les Wampas,200.38485
"David ""Honeyboy"" Edwards",200.38485
Caifanes,200.41098
Hadise,200.4371
Jesper Kyd,200.4371
Cage The Elephant,200.4371
Sandra Oxenryd,200.46322
Scarlet's Remains,200.48934
Willie Nelson,200.508935
Creaming Jesus,200.51546
Fort Knox Five featuring Mustafa Akbar,200.51546
Toby Lightman,200.61995
R.E.M.,200.626485
Robyn Hitchcock and The Egyptians,200.64608
Girlschool,200.64608
Marvelous 3,200.64608
Rupa & the April Fishes,200.6722
Simon Webbe,200.698325
The High Wire,200.77669
Death SS,200.80281
50 Cent,200.85506
Tullycraft,200.87247333333332
Dierks Bentley,200.9073
Jim Stärk,200.93342
Murderdolls,201.01179
Snoop Dogg,201.037915
LOFOFORA,201.050975
Fagget Fairys,201.06404
Throwdown,201.06404
Shantel,201.06404
Bram Vermeulen,201.1424
Alex Swings Oscar Sings!,201.1424
Fireflight,201.16853
The Sabres Of Paradise,201.19465
Theory Of A Deadman,201.273015
Lord Est,201.27302
311,201.27302
This Is Hell,201.29914
Lara,201.29914000000002
Pegz,201.37751
Goombay Dance Band,201.37751
The Homens,201.40363
Björk,201.45587
Pure Adrenalin,201.45587
Carpathian Forest,201.468935
Throwing Muses,201.52118
The Rumble Strips,201.53424
6 Day Riot,201.53424
Miranda!,201.56036
Seventh Star,201.56036
7L & Esoteric,201.58649
Elza Soares,201.58649
Scritti Politti,201.63872999999998
Barbara Mason,201.63873
Moxy Fruvous,201.63873
Whitey Shafer,201.66485
Juliet Turner,201.66485
Varathron,201.69098
Uphill Battle,201.7171
Antigone Rising,201.74322
Gato Perez,201.76934
Eamon,201.76934
Bénabar,201.76934
Darkthrone,201.79546
Manic Street Preachers,201.82159000000001
Stars,201.84771
Scott Joplin,201.87383
Penguin Café Orchestra,201.97832
Discount,201.97832
Ian Siegal,202.00444
Whiskeytown,202.01315333333332
The Upsetters,202.03057
Hawkeye,202.08281
Tha Alkaholiks,202.10893
Mercury Rev,202.13506
Young Heart Attack,202.16118
Janie Fricke,202.1873
Don Grusin,202.1873
Neko Case,202.20036
Countach,202.21342
Oakley Hall,202.26567
Mr. Bassman,202.26567
Kona Triangle,202.29179
Los Chichos,202.304855
Wailing Souls,202.31790999999998
Junior Reid,202.31791
Mavado,202.31791
The Brand New Heavies,202.39628
Polytechnic,202.39628
BOMB THE MUSIC INDUSTRY,202.39628
World Party,202.44852500000002
Thelonious Monster,202.44853
Dog Eat Dog,202.50077
BRiGHT,202.50077
Downset,202.50077
Amy Diamond,202.50077
Young Galaxy,202.52689
Bahamadia,202.52689
Job For A Cowboy,202.60526
Dancing Fantasy,202.60526
Nacha Pop,202.63138
Brilliant Red Lights,202.68363
Lucky Millinder,202.70975
João Donato,202.84036
Fermented Reptile,202.89261
Pipedown,202.91873
Big Joe Turner,202.93614666666667
Alex Gopher,202.94485
Blue October,202.97098
Dale Warland Singers,202.9971
Marian McPartland / Teddy Wilson,203.02322
Shit and Shine,203.02322
Alexis & Fido,203.02322
Slipknot,203.20608
Mira Calix,203.20608
Nine Inch Nails,203.25832
Leon Ware,203.25832
Heidi Talbot,203.31057
A Static Lullaby,203.33669
Frédérique Spigt,203.33669
Biffy Clyro,203.33669
The Jacksons,203.41506
Dark Tranquillity,203.44118
The Gun Club,203.44118
Asobi Seksu,203.46077
Architecture In Helsinki,203.4673
The Nolans,203.49342
Shugo Tokumaru,203.49342
Kristin Hersh,203.54567
Sleeping Children,203.55873
Craig's Brother,203.65016
Captain & Tennille,203.65016
Robin Williamson,203.65016
7 Seconds,203.65016
Mala Rodriguez,203.67628
Torture Killer,203.7024
Thee More Shallows,203.72853
Stevie Ray Vaughan And Double Trouble,203.75465
John Hiatt,203.75465
Peter Schilling,203.78077
Jiggy Djé,203.85914
Nell Bryden,203.85914
Jeff Scott Soto,203.88526
Christophe Willem,203.88526000000002
Charlie Parker,203.93751
Hot Club Of Cowtown,203.96363
Eskorzo,203.98975
The Cardigans,204.06811499999998
Cómplices,204.06812
The Presets,204.06812
The Peepshows,204.08118000000002
Mance Lipscomb,204.107305
The End Will Be Kicks,204.14649
Lird Van Goles,204.19873
GWAR,204.250975
Dragonette,204.30322
Clã,204.316285
The Wild Swans,204.32934
Jack's Mannequin,204.32934
Isabel Pantoja,204.35546
Jem,204.43383
Caural,204.43383
Yazoo,204.43383
Flunk,204.45995
Celtas Cortos,204.45995
Kirk Fletcher,204.5122
Classified,204.5122
Masterboy,204.5122
The Ditty Bops,204.5122
Jan Eggum,204.52091000000001
Global Goon,204.53832
Gary Allan,204.57751000000002
Sister Sin,204.61669
Dan Brodie And The Broken Arrows,204.61669
High Powered Boys,204.61669
Órla Fallon,204.66893
Egotronic,204.69506
Cowboy Troy,204.70811500000002
Phish,204.72118
Charlotte Sometimes,204.72118
Ida Maria,204.73424
Alicia Keys,204.7538325
Molly Hatchet,204.75601
Shotta,204.79955
The Battle Royale,204.82567
Cannibal Corpse,204.86746399999998
Lukid,204.90404
Chron Gen,204.92145333333335
Los Abuelos De La Nada,204.93016
Holly Valance,204.93016
Sheila Walsh,204.95628
Otep,204.969345
Elmore James,204.9824
Ann Christy,205.11302
Havalina Rail Company,205.11302
Victor Démé,205.11302
Razorlight,205.13914
Big Bill Morganfield,205.13914
Mr. Vegas,205.17831999999999
Leon Russell,205.19138
Defecation,205.21751
State Of Being,205.24363
Cerys Matthews,205.24363
Doug Stone,205.25669
Sean Paul,205.26975
André Rieu,205.26975
Bobby Womack,205.29587
Wax Poetic,205.32199500000002
Pacha Massive,205.322
Dawn Landes,205.322
KATAKLYSM,205.33506
The Reign Of Kindo,205.34812
Bata Illic,205.34812
Rebecka Törnqvist,205.34812
Olli Banjo,205.36118
Berri Txarrak,205.37424
Stéphane Picq,205.40036
B.C. Camplight,205.40036500000002
Pigeon John,205.42649
Marcy Playground,205.50485
Los Amantes De Lola,205.53098
Juaninacka,205.53098
Onda Vaselina,205.53098
Broken Hope,205.54838999999998
Ashley Tisdale,205.60934
Hazmat Modine,205.63546
Skillet,205.67464999999999
Even In Blackouts,205.68771
Moe Tucker,205.68771
Diecast,205.76608
SR-71,205.81832
Grand Island,205.81832
Alvino Rey And His Orchestra,205.84444
R.L. Burnside,205.92281
Ryan Adams,205.97505666666666
Hitomi Yaida,205.97506
Holly Throsby,206.01424
Annett Louisan,206.0273
Josh Ritter,206.0273
Fernando Samalea,206.0273
Fantan Mojah,206.07955
Johnny Winter,206.08825333333334
Mike And The Mechanics,206.15791
Mademoiselle K.,206.15791
Vain,206.18404
Gary Hobbs,206.23628
Donnie McClurkin,206.2624
Karpe Diem,206.2624
Comfort Fit,206.288525
Cadet,206.31465
Neal Morse,206.31465
Zegunder,206.31465
Butterfly Boucher,206.36689
Compulsive Gamblers,206.39301999999998
The Bastard Sons Of Dioniso,206.39302
Ol' Dirty Bastard,206.41914
Rachel Stevens,206.4322
Two Cow Garage,206.44526
Don Nix,206.44526
Ice Mc,206.52363
Chris Caffery,206.575875
Kaizers Orchestra,206.61506
Otis Spann,206.68036
Orup,206.68036
Ivan Ferreiro,206.68907000000002
Mark Kozelek,206.706485
Leon Rosselson,206.78485
The Atomic Fireballs,206.784855
Ola Magnell,206.81098
Lyle Lovett,206.88934
Camper Van Beethoven,206.88934
The Tiger Lillies,206.94159
Jack the Ripper,206.96771
Eels,206.99383
The Pietasters,207.09179
Kevin Blechdom,207.09832
Kath Bloom,207.09832
Ginuwine,207.12444
Mandy Patinkin,207.137505
Jimmy Edgar,207.15057
Lou Gramm,207.17669
Junior Kimbrough,207.20281
The Smooths,207.20281
Julien Clerc,207.20281
ÄI-TIEM,207.2028125
Buffy Sainte-Marie,207.255055
Part 2 featuring Sandra Melody & Speech,207.28118
Nellie McKay,207.28118
Magna Carta,207.3073
Mario Lanza,207.32036
Capdown,207.34213
Phantom Planet,207.3682533333333
Hepburn,207.38567
Sigue Sigue Sputnik,207.41179
Tinchy Stryder,207.46404
Warren Zevon,207.46404
De Kreuners,207.49016
Fergie feat. Soulja Boy Tell'Em / Soulja Boy Tell'em,207.51628
Storyhill,207.59465
Sheek Louch,207.59465
Uncle Tupelo,207.59465
Tungtvann,207.67302
Kreesha Turner,207.72526
Lupen Crook,207.77751
Re Dinamite,207.77751
Phil Vassar,207.80363
Emery,207.84281
Thursday,207.85587
The Menzingers,207.85587
BeauSoleil,207.86893000000003
Fall Out Boy,207.88199500000002
Jethro Tull,207.882
Un pinguino en mi ascensor,207.882
Clor,207.882
Brian Melo,207.882
Yellowman,207.89506
Nora Dean,207.96036
Nerina Pallot,207.98649
The Honor System,208.02567
La Roux,208.03873
Preluders,208.03873
Mystikal featuring Redman & Method Man,208.03873
Lila Mccann,208.06485
House of Large Sizes,208.06485
Amel Bent,208.06485
Camila,208.06485500000002
Immortal Technique,208.09098
Lunik,208.09968
Bif Naked,208.117095
Limbeck,208.1171
Paul Cardall,208.14321999999999
Nação Zumbi,208.14322
Potato 5_ Laurel Aitken,208.16934
Galactic,208.16934
The Commitments,208.18240500000002
Phantom Ghost,208.19546
Felix Da Housecat,208.24771
Majke,208.36961333333332
Kalibas,208.37831999999997
Pitchshifter,208.37832
Stina Nordenstam,208.37832
Flamin' Groovies,208.45668999999998
Kim Sozzi,208.45669
Kristofer Åström_ Hidden Truck,208.508935
La Pestilencia,208.54811999999998
THE TOM ROBINSON BAND,208.61342
The Mighty Diamonds,208.61342
Big Dismal,208.66567
Shelby Lynne,208.72662333333335
Toots Thielemans,208.74403999999998
Michael Martin Murphey,208.74404
Sierra Maestra,208.757095
TM Juke,208.77016
Mischa Daniels,208.79628
Clube Do Balanco,208.84853
SEAN TYAS,208.87465
Hundred Reasons,208.89206333333334
Dons,208.90077
Mad EP,208.95302
Pram,208.95302
Helios Creed,209.00526
Killing Joke,209.00526
Mobb Deep featuring Ty Knitty and Gambino,209.08363
Alex Chilton,209.10975
Paolo Conte,209.13587
Tony Furtado,209.135875
Mae West,209.161995
Judd & Maggie,209.162
Dennis Ferrer,209.162
The Psychedelic Furs,209.17941
Kary Ng,209.21424
Dr. Dre ft. World Class Wreckin' Crew,209.26649
Adrienne Bailon,209.26649
The Blockheads,209.29261
Marcel Kanche,209.34485
RyanDan,209.34485
Marvin Hamlisch,209.34485
Anita Ward,209.3971
De Staat,209.42322
Ben Jelen,209.42322
Suzy Bogguss,209.462405
Split Enz,209.50159
Mojo Nixon & The Toad Liquors,209.57995
Harry Partch,209.57995
Foo Fighters,209.60608
Black Mountain,209.61914000000002
Goose Creek Symphony,209.68444
Youth Group,209.68444
Cursor Miner,209.710565
Dinosaur Jr.,209.710566
Ramblin' Jack Elliott,209.76281
Gemma Hayes,209.76281
The Cribs,209.81506
Marcia Griffiths,209.81506
Saybia,209.84118
Boys Night Out,209.84118
Massimo Volume,209.84118
Jens Lekman,209.8673
Redrama,209.8673
Motel,209.89342
Ulla Meinecke,209.89342
Necronomicon,209.919545
Thomas Dolby,209.94567
A Love Ends Suicide,209.94567
Judie Tzuke,209.94567
"Alexis & Fido featuring Tony Sunshine ""Terror Squad"" & Mr. Phillips",209.97179
Kite Flying Society,209.97179
Estopa,209.9717925
Barry Manilow,209.98920666666666
Lovex,209.99791
Standstill,209.997915
Thee S.T.P.,210.024035
Lyrics Born,210.05016
Jadakiss / Ne-Yo,210.07628
2 Eivissa,210.12853
Muchy,210.25914
Jimmy Jansson,210.25914
Hockey,210.28526
World Inferno/Friendship Society_ The,210.31138
Joe Higgs,210.31138
Janiva Magness,210.38975
Bottomless Pit,210.46812
Shout Out Louds,210.46812
HOOPY FROOD,210.46812
N'Dambi,210.52036
Fra Lippo Lippi,210.54649
Bounty Killer,210.585665
Jonas Brothers,210.58567
Moltheni,210.59873
The Donnas,210.62485
Dannii Minogue And The Soul Seekerz,210.70322
Take 6,210.78159
Small Jackets,210.78159
St. Vincent,210.80771
Maxime Le Forestier,210.83383500000002
Cochi e Renato,210.85995
Gregory Isaacs,210.89914
The Lancashire Hotpots,210.91219999999998
Andreas Johnson,210.94485500000002
Frauenarzt & Manny Marc,210.96444
Clues,210.96444
Samael,210.977505
The Cranberries,210.99057
Dub Specialist,210.99057
Frank Reyes,211.04281
Francisco Cespedes,211.04281
Billy Joe Shaver,211.06893
Kidz Bop Kids,211.115954
The Counts,211.12118
Elin Sigvardsson,211.12118
Dagoba,211.1473
Anoushka Shankar and Karsh Kale feat. Norah Jones,211.17342
Gil Scott-Heron,211.17342
Negura Bunget,211.19955
Andy Jay Powell,211.19955
The String Cheese Incident,211.28662
Element 101,211.30404
Maria Taylor with Andy LeMaster,211.30404
Bob Marley & The Wailers,211.47383
Saturday Looks Good To Me,211.56526
No Angels,211.59138
The Tams,211.59138000000002
Yvonne Catterfeld,211.61751
The Chambers Brothers,211.61751
Mojo Nixon,211.64363
Ice,211.69587
Joey Beltram,211.722
Sinéad O'Connor,211.722
Melendi,211.7873
Bochum Welt,211.80036
Slaraffenland,211.80036
Sting,211.8003625
Soulwax,211.826485
Moving Cloud,211.87873
Nickelback,211.89614333333333
Duncan Dhu,211.90485
Adriana Evans,211.90485
Adam & The Ants,211.917915
Akiko Yano,211.93098
Triston Palmer,211.93098
Lara Fabian,211.9571
L'âme Immortelle,211.9571
Crystal Waters,211.98322
Argent,212.00934
Bananarama,212.03546
Eden's Curse,212.03546
Teitur,212.04417333333333
Ute Lemper,212.06159
Dizzy Gillespie,212.06159
Juliane Werding,212.08771
Craig Morgan,212.11383
The Sea Urchins,212.13995
Nina Sky,212.16608
King Creosote,212.16608
